项目ID,统计行ID,原表名称,产品,省份,月份,期间性质,月产能实物吨,月产能镍吨或纯镍表数值,实物产量吨,镍金属产量或纯镍表产量,品位,原表开工率,原料字段,文件,工作表,行,月份起始列
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-03,原表月度记录,,125,,100,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,35
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-04,原表月度记录,,125,,100,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,43
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-05,原表月度记录,,125,,100,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,51
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-06,原表月度记录,,125,,100,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,59
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-07,原表月度记录,,125,,143,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,67
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-08,原表月度记录,,125,,0,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,75
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-09,原表月度记录,,125,,0,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,83
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-10,原表月度记录,,125,,0,,0.664,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,91
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-11,原表月度记录,,125,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,99
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2013-12,原表月度记录,,125,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,107
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-01,原表月度记录,,125,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,115
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-02,原表月度记录,,125,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,123
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-03,原表月度记录,,125,,60,,0.48,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,131
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-04,原表月度记录,,125,,185,,1.48,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,139
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-05,原表月度记录,,125,,225,,1.8,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,147
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-06,原表月度记录,,125,,234,,1.872,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,155
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-07,原表月度记录,,125,,250,,2,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,163
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-08,原表月度记录,,125,,280,,2.24,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,171
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-09,原表月度记录,,125,,260,,2.08,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,179
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-10,原表月度记录,,125,,266,,2.128,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,187
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-11,原表月度记录,,125,,267,,2.136,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,195
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2014-12,原表月度记录,,125,,217,,1.736,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,203
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-01,原表月度记录,,250,,177,,0.708,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,211
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-02,原表月度记录,,250,,140,,0.56,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,219
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-03,原表月度记录,,250,,140,,0.56,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,227
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,235
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,243
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,251
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-07,原表月度记录,,250,,155,,0.62,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,259
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-08,原表月度记录,,250,,165,,0.66,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,267
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,275
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,283
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,291
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2015-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,299
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,307
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,315
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,323
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,331
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,339
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,347
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,355
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,363
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,371
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,379
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,387
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2016-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,395
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,403
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,411
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,419
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,427
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,435
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,443
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,451
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,459
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,467
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,475
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,483
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2017-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,491
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,499
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,507
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,515
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,523
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,531
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,539
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,547
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,555
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,563
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,571
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,579
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2018-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,587
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,595
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,603
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,611
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,619
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,627
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,635
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,643
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,651
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,659
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,667
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,675
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2019-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,683
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,691
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,699
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,707
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,715
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,723
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,731
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,739
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,747
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,755
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,763
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,771
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2020-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,779
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,787
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,795
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,803
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,811
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,819
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,827
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,835
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,843
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,851
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,859
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,867
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2021-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,875
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-01,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,883
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-02,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,891
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-03,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,899
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-04,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,907
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-05,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,915
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-06,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,923
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-07,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,931
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-08,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,939
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-09,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,947
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-10,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,955
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-11,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,963
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2022-12,原表月度记录,,250,,0,,0,{},中国纯镍硫酸镍项目.xlsx,Sheet2,18,971
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-01,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,979
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-02,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,987
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-03,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,995
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-04,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1003
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-05,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1011
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-06,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1019
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-07,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1027
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-08,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1035
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-09,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1043
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-10,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1051
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-11,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1059
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2023-12,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1067
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2024-01,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1075
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2024-02,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1083
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2024-03,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1091
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2024-04,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1099
CN160,R018,云锡集团元江镍业有限责任公司,纯镍,云南,2024-05,原表月度记录,,250,,0,,0,"{""矿料产量"": 0, ""高冰产量"": 0, ""MHP产量"": 0, ""硫酸镍产量"": 0, ""废料产量"": 0}",中国纯镍硫酸镍项目.xlsx,Sheet2,18,1107
