项目ID,统计行ID,原表名称,产品,省份,月份,期间性质,月产能实物吨,月产能镍吨或纯镍表数值,实物产量吨,镍金属产量或纯镍表产量,品位,原表开工率,原料字段,文件,工作表,行,月份起始列
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-01,原表月度记录,,0,1500,127.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,30
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-02,原表月度记录,,0,1500,127.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,35
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-03,原表月度记录,,0,1400,119.0,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,40
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-04,原表月度记录,,0,1400,119.0,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,45
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-05,原表月度记录,,0,1300,110.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,50
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-06,原表月度记录,,0,1300,113.1,0.087,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,55
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-07,原表月度记录,,0,1250,118.75,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,60
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-08,原表月度记录,,0,2000,190,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,65
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-09,原表月度记录,,0,2800,266,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,70
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-10,原表月度记录,,0,2600,247,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,75
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-11,原表月度记录,,0,2500,225,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,80
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2017-12,原表月度记录,,0,2500,225,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,85
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-01,原表月度记录,,0,2500,225,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,90
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-02,原表月度记录,,0,2375,213.75,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,95
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-03,原表月度记录,,0,3000,315,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,100
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-04,原表月度记录,,0,3000,315,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,105
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-05,原表月度记录,,0,,,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,110
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-06,原表月度记录,,0,2300,241.5,,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,115
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-07,原表月度记录,,0,2100,220.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,120
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-08,原表月度记录,,0,2100,220.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,125
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-09,原表月度记录,,0,2500,262.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,130
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-10,原表月度记录,,0,2100,220.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,135
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-11,原表月度记录,,0,2300,241.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,140
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2018-12,原表月度记录,,0,2500,250,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,145
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-01,原表月度记录,,0,2700,270,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,150
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-02,原表月度记录,,0,2706.66666667,270.66666667,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,155
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-03,原表月度记录,,0,2300,230,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,160
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-04,原表月度记录,,0,2900,275.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,165
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-05,原表月度记录,,0,2610,247.95,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,170
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-06,原表月度记录,,0,5500,522.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,175
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-07,原表月度记录,,0,6000,570,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,180
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-08,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,185
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-09,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,190
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-10,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,195
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-11,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,200
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2019-12,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,205
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-01,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,210
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-02,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,215
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-03,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,220
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-04,原表月度记录,,0,4000,380,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,225
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-05,原表月度记录,,0,2300,218.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,230
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-06,原表月度记录,,0,4500,427.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,235
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-07,原表月度记录,,0,3700,351.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,240
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-08,原表月度记录,,0,3140,298.3,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,245
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-09,原表月度记录,,0,4660,549.88,0.118,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,250
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-10,原表月度记录,,0,4950,564.3,0.114,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,255
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-11,原表月度记录,,0,4300,490.2,0.114,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,260
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2020-12,原表月度记录,,0,3670,410.306,0.1118,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,265
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-01,原表月度记录,,0,4400,550,0.125,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,270
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-02,原表月度记录,,0,4600,496.8,0.108,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,275
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-03,原表月度记录,,0,5400,567,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,280
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-04,原表月度记录,,0,5100,535.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,285
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-05,原表月度记录,,0,2853,292.7178,0.1026,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,290
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-06,原表月度记录,,0,5000,513,0.1026,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,295
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-07,原表月度记录,,0,3500,304.5,0.087,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,300
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-08,原表月度记录,,0,2300,212.75,0.0925,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,305
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-09,原表月度记录,,0,3151,291.4675,0.0925,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,310
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-10,原表月度记录,,0,2704,230.1104,0.0851,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,315
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-11,原表月度记录,,0,3918,403.554,0.103,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,320
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2021-12,原表月度记录,,0,2838.23,391.67574,0.138,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,325
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-01,原表月度记录,,0,2885,388.6095,0.1347,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,330
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-02,原表月度记录,,0,1844,234.3724,0.1271,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,335
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-03,原表月度记录,,0,2530,339.02,0.134,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,340
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-04,原表月度记录,,0,3158,347.38,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,345
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-05,原表月度记录,,0,3727,398.0436,0.1068,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,350
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-06,原表月度记录,,0,4277,445.2357,0.1041,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,355
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-07,原表月度记录,,0,3350,278.05,0.083,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,360
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-08,原表月度记录,,0,4500,495,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,365
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-09,原表月度记录,,0,4200,441,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,370
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-10,原表月度记录,,0,3280,344.4,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,375
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-11,原表月度记录,,0,2583,271.9899,0.1053,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,380
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2022-12,原表月度记录,,0,3500,455,0.13,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,385
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-01,原表月度记录,,784.32,3500,455,0.13,0.58012036,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,390
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-02,原表月度记录,,784.32,1600,208,0.13,0.26519788,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,395
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-03,原表月度记录,,784.32,1000,130,0.13,0.16574867,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,400
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-04,原表月度记录,,784.32,2500,325,0.13,0.41437169,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,405
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-05,原表月度记录,,784.32,2500,325,0.13,0.41437169,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,410
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-06,原表月度记录,,784.32,3000,390,0.13,0.49724602,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,415
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-07,原表月度记录,,784.32,2000,200,0.1,0.25499796,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,420
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-08,原表月度记录,,784.32,3200,320,0.1,0.40799674,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,425
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-09,原表月度记录,,784.32,3200,320,0.1,0.40799674,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,430
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-10,原表月度记录,,784.32,2800,266,0.095,0.33914729,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,435
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-11,原表月度记录,,784.32,1000,100,0.1,0.12749898,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,440
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2023-12,原表月度记录,,784.32,1000,85,0.085,0.10837413,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,445
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-01,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,450
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-02,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,455
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-03,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,460
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-04,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,465
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-05,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,470
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-06,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,475
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-07,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,480
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-08,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,485
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-09,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,490
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-10,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,495
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-11,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,500
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2024-12,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,505
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-01,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,510
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-02,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,515
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-03,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,520
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-04,原表月度记录,,784.32,0,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,525
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-05,原表月度记录,,784.32,,0,0.085,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,530
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-06,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,535
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-07,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,540
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-08,原表月度记录,,784.32,,0,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,545
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-09,原表月度记录,,784.32,,0,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,550
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-10,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,555
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-11,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,560
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2025-12,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,565
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-01,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,570
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-02,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,575
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-03,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,580
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-04,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,585
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-05,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,590
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-06,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,595
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-07,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,600
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-08,原表月度记录,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,605
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-09,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,610
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-10,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,615
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-11,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,620
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2026-12,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,625
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-01,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,630
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-02,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,635
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-03,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,640
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-04,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,645
