序号,产品,日期,月份,出口商(标准化),出口商(原始),园区,出发港,买家,目的国,到货港,HS,重量(吨),Ni%原文,Ni%(修正),品位来源,Ni金属量(吨),金额USD,USD每实物吨,USD每镍吨,品名,质量标记,数据源,source_row,参考计入重量吨,复核标记,关联客户ID
2713,精炼镍,2024-01-27,2024-01,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,STEINWEG SHARAF INDIA PRIVATE LIMITED,India,Mundra,75021000,99.7191,,99,HS750210 Ni≥99% 产品标准(口径#44),98.72,1659657.89,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2714,99.7191,,NC228
2714,精炼镍,2024-01-27,2024-01,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,METAAL TRANSPORT BV,Netherlands,Rotterdam,75021000,201.3071,,99,HS750210 Ni≥99% 产品标准(口径#44),199.29,3350420.5,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2715,201.3071,,RC008
2773,精炼镍,2024-02-05,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,25.7076,,99,HS750210 Ni≥99% 产品标准(口径#44),25.45,427860.07,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2774,25.7076,,RC002
2774,精炼镍,2024-02-05,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,74.0033,,99,HS750210 Ni≥99% 产品标准(口径#44),73.26,1231661.34,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2775,74.0033,,RC002
2775,精炼镍,2024-02-05,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,97.6851,,99,HS750210 Ni≥99% 产品标准(口径#44),96.71,1625805.36,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2776,97.6851,,RC002
2776,精炼镍,2024-02-05,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,62.1452,,99,HS750210 Ni≥99% 产品标准(口径#44),61.52,1034303.07,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2777,62.1452,,RC002
2777,精炼镍,2024-02-05,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,98.9566,,99,HS750210 Ni≥99% 产品标准(口径#44),97.97,1646967.35,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2778,98.9566,,RC002
2802,硫酸镍,2024-02-07,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2400,,22.2,化学计量(NiSO4·6H2O 22.2%),532.8,6704112,2793,12583,NICKEL SULFATE,,中间品矩阵(75章+720150等),2803,2400,,NC162
2803,硫酸镍,2024-02-07,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2000,,22.2,化学计量(NiSO4·6H2O 22.2%),444,5586760,2793,12583,NICKEL SULFATE,,中间品矩阵(75章+720150等),2804,2000,,NC162
2804,精炼镍,2024-02-07,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,61.368,,99,HS750210 Ni≥99% 产品标准(口径#44),60.75,1021367.88,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2805,61.368,,RC009
2805,精炼镍,2024-02-07,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,Pgs(China) Ltd.,China,Shanghai,75021000,500.6043,,99,HS750210 Ni≥99% 产品标准(口径#44),495.6,8331722.56,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2806,500.6043,,MC086
2806,精炼镍,2024-02-07,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SPHERE POWER INC,South Korea,Incheon,75021000,19.9914,,99,HS750210 Ni≥99% 产品标准(口径#44),19.79,332723.47,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2807,19.9914,,RC010
2844,硫酸镍,2024-02-13,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,3980,,22.2,化学计量(NiSO4·6H2O 22.2%),883.56,11227580,2821,12707,NICKEL SULFATE,,中间品矩阵(75章+720150等),2845,3980,,NC162
2845,硫酸镍,2024-02-13,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,4000,,22.2,化学计量(NiSO4·6H2O 22.2%),888,11284000,2821,12707,NICKEL SULFATE,,中间品矩阵(75章+720150等),2846,4000,,NC162
2846,精炼镍,2024-02-13,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"Cngr Hong Kong Material Science & Technology Co., Ltd.",China,Yantai Pt,75021000,475.3331,,99,HS750210 Ni≥99% 产品标准(口径#44),470.58,7911125.64,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2847,475.3331,,B010
2873,精炼镍,2024-02-17,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TAE EU WAREHOUSING KOREA CO LTD,South Korea,Busan (ex Pusan),75021000,601.1781,,99,HS750210 Ni≥99% 产品标准(口径#44),595.17,9566913.82,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2874,601.1781,,RC004
2882,精炼镍,2024-02-19,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,19.8505,,99,HS750210 Ni≥99% 产品标准(口径#44),19.65,330378.42,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2883,19.8505,,RC002
2883,精炼镍,2024-02-19,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,24.4633,,99,HS750210 Ni≥99% 产品标准(口径#44),24.22,407150.77,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2884,24.4633,,RC002
2884,精炼镍,2024-02-19,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,20.0046,,99,HS750210 Ni≥99% 产品标准(口径#44),19.8,332943.16,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2885,20.0046,,RC002
2900,精炼镍,2024-02-21,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,59.5893,,99,HS750210 Ni≥99% 产品标准(口径#44),58.99,1139290.81,19119,19312,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2901,59.5893,,RC007
2901,精炼镍,2024-02-21,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,20.0004,,99,HS750210 Ni≥99% 产品标准(口径#44),19.8,309779.8,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2902,20.0004,,RC007
2902,精炼镍,2024-02-21,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,STEINWEG SHARAF INDIA PRIVATE LIMITED,India,Mundra,75021000,400.0475,,99,HS750210 Ni≥99% 产品标准(口径#44),396.05,6366199.9,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2903,400.0475,,NC228
2903,精炼镍,2024-02-21,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,METAAL TRANSPORT BV,Netherlands,Rotterdam,75021000,100.18,,99,HS750210 Ni≥99% 产品标准(口径#44),99.18,1667328.8,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2904,100.18,,RC008
2904,精炼镍,2024-02-21,2024-02,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,H AND M METAL WAREHOUSING KOREA CO LTD,South Korea,Pusan,75021000,200.3513,,99,HS750210 Ni≥99% 产品标准(口径#44),198.35,3334512.8,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2905,200.3513,,RC011
2946,硫酸镍,2024-02-28,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhangjiagang,28332400,3300,,22.2,化学计量(NiSO4·6H2O 22.2%),732.6,9432291,2858,12875,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),2947,3300,,NC162
2947,硫酸镍,2024-02-28,2024-02,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhangjiagang,28332400,3300,,22.2,化学计量(NiSO4·6H2O 22.2%),732.6,9432291,2858,12875,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),2948,3300,,NC162
2984,精炼镍,2024-03-05,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,60.9942,,99,HS750210 Ni≥99% 产品标准(口径#44),60.38,970637.91,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2985,60.9942,,RC009
2995,硫酸镍,2024-03-06,2024-03,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhangjiagang,28332400,5400,,22.2,化学计量(NiSO4·6H2O 22.2%),1198.8,15922170,2949,13282,NICKEL SULFATE,,中间品矩阵(75章+720150等),2996,5400,,NC162
2996,精炼镍,2024-03-06,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,96.3916,,99,HS750210 Ni≥99% 产品标准(口径#44),95.43,1533938.33,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,2997,96.3916,,RC002
3073,精炼镍,2024-03-15,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,EDDINOX CO LTD,South Korea,Incheon,75021000,12.2302,,99,HS750210 Ni≥99% 产品标准(口径#44),12.11,194626.63,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3074,12.2302,,RC012
3074,精炼镍,2024-03-15,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,STX CORPORATION,South Korea,Incheon,75021000,24.4288,,99,HS750210 Ni≥99% 产品标准(口径#44),24.18,388750.4,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3075,24.4288,,RC013
3075,精炼镍,2024-03-15,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,EDDINOX CO LTD,South Korea,Incheon,75021000,12.1618,,99,HS750210 Ni≥99% 产品标准(口径#44),12.04,193538.14,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3076,12.1618,,RC012
3107,精炼镍,2024-03-18,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,117.1039,,99,HS750210 Ni≥99% 产品标准(口径#44),115.93,1863545.79,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3108,117.1039,,NC019
3138,精炼镍,2024-03-22,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,60.4916,,99,HS750210 Ni≥99% 产品标准(口径#44),59.89,962639.73,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3139,60.4916,,RC009
3139,精炼镍,2024-03-22,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,1151.1639,,99,HS750210 Ni≥99% 产品标准(口径#44),1139.65,18319173.35,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3140,1151.1639,,NC019
3140,精炼镍,2024-03-22,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,20,,99,HS750210 Ni≥99% 产品标准(口径#44),19.8,309773.6,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3141,20,,RC007
3141,精炼镍,2024-03-22,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,Pgs(China) Ltd.,China,Shanghai,75021000,302.8767,,99,HS750210 Ni≥99% 产品标准(口径#44),299.85,4819861.68,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3142,302.8767,,MC086
3142,精炼镍,2024-03-22,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,20,,99,HS750210 Ni≥99% 产品标准(口径#44),19.8,309773.6,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3143,20,,RC007
3162,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,25.4538,,99,HS750210 Ni≥99% 产品标准(口径#44),25.2,405061.85,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3163,25.4538,,RC002
3163,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TAE EU WAREHOUSING KOREA CO LTD,South Korea,Busan (ex Pusan),75021000,508.7463,,99,HS750210 Ni≥99% 产品标准(口径#44),503.66,7941275.37,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3164,508.7463,,RC004
3164,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,51.0294,,99,HS750210 Ni≥99% 产品标准(口径#44),50.52,812061.97,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3165,51.0294,,RC002
3165,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,149.9487,,99,HS750210 Ni≥99% 产品标准(口径#44),148.45,2386225.13,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3166,149.9487,,RC002
3166,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,149.1952,,99,HS750210 Ni≥99% 产品标准(口径#44),147.7,2374234.23,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3167,149.1952,,RC002
3167,精炼镍,2024-03-26,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,99.9392,,99,HS750210 Ni≥99% 产品标准(口径#44),98.94,1590393.45,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3168,99.9392,,RC002
3185,精炼镍,2024-03-27,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,19.609,,99,HS750210 Ni≥99% 产品标准(口径#44),19.41,312049.98,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3186,19.609,,MC045
3186,精炼镍,2024-03-27,2024-03,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,STEINWEG SHARAF INDIA PRIVATE LIMITED,India,Mundra,75021000,301.8879,,99,HS750210 Ni≥99% 产品标准(口径#44),298.87,4804126.3,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3187,301.8879,,NC228
3228,硫酸镍,2024-04-01,2024-04,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,8000,,22.2,化学计量(NiSO4·6H2O 22.2%),1776,24753600,3094,13938,NICKEL SULFATE,,中间品矩阵(75章+720150等),3229,8000,,NC162
3252,精炼镍,2024-04-03,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,UNI METAL CO LTD,South Korea,Busan (ex Pusan),75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,624380,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3253,40,,RC014
3262,硫酸镍,2024-04-04,2024-04,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,4440,,22.2,化学计量(NiSO4·6H2O 22.2%),985.68,13702550,3086,13902,NICKEL SULFATE,,中间品矩阵(75章+720150等),3263,4440,,NC162
3263,精炼镍,2024-04-04,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,GLENCORE ISTANBUL MADENCILIK VE TICARET A S,Turkey,Gebze,75021000,199.906,,99,HS750210 Ni≥99% 产品标准(口径#44),197.91,3181226.12,15914,16074,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3264,199.906,,RC015
3275,精炼镍,2024-04-06,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,44.3426,,99,HS750210 Ni≥99% 产品标准(口径#44),43.9,686808.34,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3276,44.3426,,NC019
3276,精炼镍,2024-04-06,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,50.0023,,99,HS750210 Ni≥99% 产品标准(口径#44),49.5,780510.9,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3277,50.0023,,NC019
3277,精炼镍,2024-04-06,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,99.8272,,99,HS750210 Ni≥99% 产品标准(口径#44),98.83,1558252.68,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3278,99.8272,,NC019
3278,精炼镍,2024-04-06,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,37.0031,,99,HS750210 Ni≥99% 产品标准(口径#44),36.63,577599.89,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3279,37.0031,,NC019
3307,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,42.1143,,99,HS750210 Ni≥99% 产品标准(口径#44),41.69,657383.17,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3308,42.1143,,RC002
3308,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,101.1063,,99,HS750210 Ni≥99% 产品标准(口径#44),100.1,1578218.79,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3309,101.1063,,RC002
3309,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,100.0612,,99,HS750210 Ni≥99% 产品标准(口径#44),99.06,1561905.3,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3310,100.0612,,RC002
3310,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,151.5338,,99,HS750210 Ni≥99% 产品标准(口径#44),150.02,2365366.85,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3311,151.5338,,RC002
3311,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,49.6721,,99,HS750210 Ni≥99% 产品标准(口径#44),49.18,775356.64,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3312,49.6721,,RC002
3312,精炼镍,2024-04-11,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,225.8383,,99,HS750210 Ni≥99% 产品标准(口径#44),223.58,3525222.94,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3313,225.8383,,RC002
